Origin,Destination,Total_Budget_INR,Duration_Days,Recommended_Transport,Transport_Cost_INR,Travel_Time_Hours,Hotel_Name,Hotel_Price_Per_Night_INR,Hotel_User_Rating,Top_Attractions,Total_Attraction_Ticket_Cost_INR
Bhubaneswar,Patna,13281,5,Train,1747,26,Blue Diamond Lodge,968,3.5,City Palace & Lake Cruise | Science Center & Planetarium | Historic Fort & Museum | Ancient Temples Complex,116
Bhubaneswar,Mumbai,9284,4,Train,2224,19,FabHotel Oasis,916,4.0,Botanical Gardens & Zoo | Hilltop Viewpoint Trek | Local Market & Food Tour | Beachfront Promenade,440
Bhubaneswar,Chennai,8183,3,Train,2215,16,FabHotel Oasis,969,3.8,Science Center & Planetarium | Botanical Gardens & Zoo | Local Market & Food Tour | Ancient Temples Complex | City Palace & Lake Cruise,435
Bhubaneswar,Shimla,26263,4,Flight,6858,3,Sayaji Stay,2196,4.0,Art Gallery & Cultural Center | City Palace & Lake Cruise | Hilltop Viewpoint Trek,720
Bhubaneswar,Dehradun,10898,4,Train,2187,20,Treebo Trend,932,3.9,Hilltop Viewpoint Trek | Ancient Temples Complex | Art Gallery & Cultural Center | Beachfront Promenade | Science Center & Planetarium,420
Bhubaneswar,Madurai,6222,4,Train,1363,17,Zostel Premium,731,3.8,Historic Fort & Museum | Beachfront Promenade | City Palace & Lake Cruise | Local Market & Food Tour | Botanical Gardens & Zoo | Hilltop Viewpoint Trek,396
Bhubaneswar,Ranchi,57453,5,Flight,3475,1,Novotel Hub,5300,4.7,Beachfront Promenade | Science Center & Planetarium | City Palace & Lake Cruise,501
Bhubaneswar,Chennai,13869,5,Train,2227,23,Zostel Premium,1050,3.9,Hilltop Viewpoint Trek | Ancient Temples Complex | Science Center & Planetarium | Art Gallery & Cultural Center | Beachfront Promenade | Local Market & Food Tour,468
Bhubaneswar,Dehradun,11194,4,Train,1491,23,FabHotel Oasis,1296,3.6,Ancient Temples Complex | Science Center & Planetarium | Art Gallery & Cultural Center | Historic Fort & Museum | Botanical Gardens & Zoo | Local Market & Food Tour,600
Bhubaneswar,Kochi,7707,3,Train,1473,25,Blue Diamond Lodge,1135,3.8,Science Center & Planetarium | Art Gallery & Cultural Center | Botanical Gardens & Zoo | Historic Fort & Museum | Beachfront Promenade | City Palace & Lake Cruise,462
Bhubaneswar,Coimbatore,4728,3,Train,2001,23,FabHotel Oasis,611,3.7,Beachfront Promenade | Historic Fort & Museum | Local Market & Food Tour | Ancient Temples Complex,316
Bhubaneswar,Varanasi,4767,2,Train,1498,29,Treebo Trend,883,4.1,City Palace & Lake Cruise | Hilltop Viewpoint Trek | Science Center & Planetarium | Local Market & Food Tour,412
Bhubaneswar,Madurai,9446,4,Train,1523,31,Zostel Premium,1015,3.7,Local Market & Food Tour | Ancient Temples Complex | Science Center & Planetarium | Art Gallery & Cultural Center | Historic Fort & Museum | Botanical Gardens & Zoo,684
Bhubaneswar,Kochi,20859,5,Flight,5652,3,Comfort Inn,1532,4.0,City Palace & Lake Cruise | Botanical Gardens & Zoo | Art Gallery & Cultural Center | Science Center & Planetarium | Beachfront Promenade | Hilltop Viewpoint Trek,2280
Bhubaneswar,Amritsar,20975,5,Flight,9436,6,Zostel Premium,1020,3.5,Botanical Gardens & Zoo | Beachfront Promenade | Ancient Temples Complex | Local Market & Food Tour | Historic Fort & Museum,2120
Bhubaneswar,Chennai,4736,2,Train,2242,23,Blue Diamond Lodge,718,3.7,Local Market & Food Tour | Botanical Gardens & Zoo | Historic Fort & Museum | Beachfront Promenade,224
Bhubaneswar,Chandigarh,11894,5,Train,1859,31,Blue Diamond Lodge,838,3.8,Hilltop Viewpoint Trek | Beachfront Promenade | Art Gallery & Cultural Center,63
Bhubaneswar,Vadodara,5979,4,Train,2211,21,Blue Diamond Lodge,817,3.9,City Palace & Lake Cruise | Beachfront Promenade | Science Center & Planetarium | Ancient Temples Complex,200
Bhubaneswar,Hyderabad,17610,7,Train,2288,22,Blue Diamond Lodge,1173,3.7,Science Center & Planetarium | Ancient Temples Complex | City Palace & Lake Cruise | Botanical Gardens & Zoo,116
Bhubaneswar,Guwahati,6855,4,Train,1717,28,Treebo Trend,657,3.6,Botanical Gardens & Zoo | Science Center & Planetarium | Beachfront Promenade | Hilltop Viewpoint Trek | Ancient Temples Complex,595
Bhubaneswar,Visakhapatnam,12488,5,Train,1123,7,Treebo Trend,921,3.8,Local Market & Food Tour | Hilltop Viewpoint Trek | City Palace & Lake Cruise | Historic Fort & Museum | Botanical Gardens & Zoo,235
Bhubaneswar,Dehradun,26402,6,Flight,8858,4,Treebo Trend,1253,3.7,Local Market & Food Tour | Hilltop Viewpoint Trek | Beachfront Promenade | Botanical Gardens & Zoo | Art Gallery & Cultural Center | Historic Fort & Museum,1176
Bhubaneswar,Amritsar,32764,5,Flight,10321,4,Sayaji Stay,2119,4.3,Science Center & Planetarium | Local Market & Food Tour | Ancient Temples Complex | Art Gallery & Cultural Center,948
Bhubaneswar,Ahmedabad,21611,6,Flight,7704,3,Blue Diamond Lodge,1181,3.5,Beachfront Promenade | Historic Fort & Museum | Local Market & Food Tour,1020
Bhubaneswar,Guwahati,61286,4,Flight,10872,3,Radisson Elite,5311,4.6,Science Center & Planetarium | Local Market & Food Tour | Hilltop Viewpoint Trek | Historic Fort & Museum,1124
Bhubaneswar,Lucknow,15868,7,Train,2498,25,Blue Diamond Lodge,837,3.7,Hilltop Viewpoint Trek | Ancient Temples Complex | Beachfront Promenade | Local Market & Food Tour,272
Bhubaneswar,Raipur,14811,6,Train,622,8,Blue Diamond Lodge,1071,3.9,Historic Fort & Museum | Beachfront Promenade | Science Center & Planetarium | Ancient Temples Complex,120
Bhubaneswar,Raipur,4261,3,Train,1039,9,Zostel Premium,862,4.0,Local Market & Food Tour | Botanical Gardens & Zoo | Beachfront Promenade | City Palace & Lake Cruise,284
Bhubaneswar,Visakhapatnam,8422,2,Train,811,9,Comfort Inn,1725,4.2,Botanical Gardens & Zoo | Beachfront Promenade | Local Market & Food Tour | Ancient Temples Complex,944
Bhubaneswar,Bengaluru,42747,10,Flight,9775,6,Zostel Premium,1375,3.8,Science Center & Planetarium | Botanical Gardens & Zoo | Hilltop Viewpoint Trek,501
Bhubaneswar,Varanasi,16412,4,Flight,6929,5,FabHotel Oasis,1052,3.8,Hilltop Viewpoint Trek | Art Gallery & Cultural Center | Ancient Temples Complex | Beachfront Promenade,1120
Bhubaneswar,Dehradun,9830,6,Train,1124,16,Zostel Premium,656,3.9,Hilltop Viewpoint Trek | City Palace & Lake Cruise | Historic Fort & Museum | Botanical Gardens & Zoo,256
Bhubaneswar,Shimla,7592,5,Train,1444,31,Blue Diamond Lodge,916,3.6,Science Center & Planetarium | Local Market & Food Tour | Botanical Gardens & Zoo,258
Bhubaneswar,Raipur,11740,5,Train,1125,5,Treebo Trend,904,3.7,Art Gallery & Cultural Center | City Palace & Lake Cruise | Hilltop Viewpoint Trek | Local Market & Food Tour,316
Bhubaneswar,Bengaluru,11806,3,Flight,5878,3,Treebo Trend,870,3.7,Beachfront Promenade | Science Center & Planetarium | Local Market & Food Tour | Ancient Temples Complex | City Palace & Lake Cruise,2250
Bhubaneswar,Coimbatore,7627,5,Train,1925,26,Zostel Premium,935,3.5,Science Center & Planetarium | Ancient Temples Complex | Art Gallery & Cultural Center | City Palace & Lake Cruise | Hilltop Viewpoint Trek,385
Bhubaneswar,Raipur,13484,5,Train,569,9,Blue Diamond Lodge,1128,3.7,Science Center & Planetarium | Art Gallery & Cultural Center | Local Market & Food Tour,222
Bhubaneswar,Agra,19624,2,Flight,9731,4,Comfort Inn,2559,4.3,City Palace & Lake Cruise | Ancient Temples Complex | Hilltop Viewpoint Trek,1278
Bhubaneswar,Udaipur,9251,4,Train,2469,26,Blue Diamond Lodge,997,3.9,Historic Fort & Museum | Beachfront Promenade | Ancient Temples Complex,255
Bhubaneswar,Kochi,10227,4,Train,1694,24,Blue Diamond Lodge,1016,3.8,Ancient Temples Complex | Historic Fort & Museum | Art Gallery & Cultural Center | Science Center & Planetarium | Local Market & Food Tour | Botanical Gardens & Zoo,708
Bhubaneswar,Kolkata,21449,5,Train,1017,5,Comfort Inn,2078,4.1,Science Center & Planetarium | Local Market & Food Tour | Ancient Temples Complex | Art Gallery & Cultural Center | Beachfront Promenade | Botanical Gardens & Zoo,1716
Bhubaneswar,Udaipur,12004,5,Train,1192,27,Treebo Trend,935,3.5,City Palace & Lake Cruise | Art Gallery & Cultural Center | Ancient Temples Complex | Local Market & Food Tour | Beachfront Promenade | Science Center & Planetarium,180
Bhubaneswar,Surat,6698,4,Train,1724,19,FabHotel Oasis,652,3.8,Botanical Gardens & Zoo | Science Center & Planetarium | Art Gallery & Cultural Center | Hilltop Viewpoint Trek | City Palace & Lake Cruise,245
Bhubaneswar,Bhopal,102914,7,Flight,6197,6,Radisson Elite,6004,4.5,Hilltop Viewpoint Trek | Local Market & Food Tour | Historic Fort & Museum,723
Bhubaneswar,Coimbatore,11108,3,Flight,9155,3,Treebo Trend,962,3.9,Hilltop Viewpoint Trek | Beachfront Promenade | Local Market & Food Tour,720
Bhubaneswar,New Delhi,21145,5,Flight,5838,6,Comfort Inn,1545,4.3,City Palace & Lake Cruise | Beachfront Promenade | Science Center & Planetarium | Hilltop Viewpoint Trek,1852
Bhubaneswar,Raipur,10057,4,Train,479,8,Treebo Trend,1058,3.7,Local Market & Food Tour | Science Center & Planetarium | Art Gallery & Cultural Center | Ancient Temples Complex | Beachfront Promenade,510
Bhubaneswar,New Delhi,8371,3,Train,1857,26,Blue Diamond Lodge,1147,3.5,Historic Fort & Museum | Botanical Gardens & Zoo | City Palace & Lake Cruise | Ancient Temples Complex | Science Center & Planetarium,500
Bhubaneswar,Pune,8066,5,Train,946,23,Treebo Trend,994,3.9,Hilltop Viewpoint Trek | Historic Fort & Museum | City Palace & Lake Cruise,162
Bhubaneswar,Udaipur,44904,4,Flight,9379,3,Radisson Elite,4485,4.9,Hilltop Viewpoint Trek | Art Gallery & Cultural Center | Botanical Gardens & Zoo | City Palace & Lake Cruise,1872
Bhubaneswar,Chandigarh,10847,4,Train,1532,29,FabHotel Oasis,1042,4.0,Science Center & Planetarium | Hilltop Viewpoint Trek | City Palace & Lake Cruise | Botanical Gardens & Zoo,356
Bhubaneswar,Hyderabad,10505,4,Train,1551,22,Zostel Premium,927,3.6,Science Center & Planetarium | Beachfront Promenade | Botanical Gardens & Zoo | Art Gallery & Cultural Center | Historic Fort & Museum | Local Market & Food Tour,276
Bhubaneswar,Dehradun,15271,6,Train,969,24,Blue Diamond Lodge,1070,3.7,Beachfront Promenade | Science Center & Planetarium | City Palace & Lake Cruise | Botanical Gardens & Zoo | Art Gallery & Cultural Center,210
Bhubaneswar,Udaipur,20402,5,Flight,5706,3,Ginger Eco Suites,1569,4.4,Beachfront Promenade | Science Center & Planetarium | Hilltop Viewpoint Trek | Local Market & Food Tour | Botanical Gardens & Zoo | Ancient Temples Complex,1542
Bhubaneswar,Kolkata,14502,4,Flight,5088,2,Blue Diamond Lodge,1079,3.8,Local Market & Food Tour | Historic Fort & Museum | Botanical Gardens & Zoo | Art Gallery & Cultural Center,1780
Bhubaneswar,Lucknow,14804,4,Flight,5435,5,Treebo Trend,1206,4.0,Local Market & Food Tour | Ancient Temples Complex | Hilltop Viewpoint Trek | Historic Fort & Museum | Art Gallery & Cultural Center,1340
Bhubaneswar,Jaipur,3280,2,Train,1105,26,FabHotel Oasis,887,3.7,Ancient Temples Complex | City Palace & Lake Cruise | Botanical Gardens & Zoo | Art Gallery & Cultural Center,412
Bhubaneswar,Bengaluru,32409,5,Flight,10529,5,Ginger Eco Suites,2243,4.2,Art Gallery & Cultural Center | Local Market & Food Tour | Science Center & Planetarium | Botanical Gardens & Zoo | Ancient Temples Complex | Beachfront Promenade,2052
Bhubaneswar,Jammu,12983,5,Train,2148,26,Treebo Trend,1185,4.0,Historic Fort & Museum | Beachfront Promenade | Botanical Gardens & Zoo,345
Bhubaneswar,Jammu,7519,5,Train,1147,28,Treebo Trend,664,3.9,Science Center & Planetarium | Beachfront Promenade | Historic Fort & Museum,153
Bhubaneswar,Guwahati,10034,6,Train,1015,18,Blue Diamond Lodge,721,3.6,Ancient Temples Complex | Hilltop Viewpoint Trek | Art Gallery & Cultural Center | Beachfront Promenade,344
Bhubaneswar,Patna,30291,3,Train,2001,27,The Oberoi Splendor,5158,4.7,City Palace & Lake Cruise | Science Center & Planetarium | Local Market & Food Tour,1092
Bhubaneswar,Kochi,97560,6,Flight,10523,6,Grand Heritage Inn,7542,4.5,Historic Fort & Museum | Hilltop Viewpoint Trek | Botanical Gardens & Zoo | Science Center & Planetarium | City Palace & Lake Cruise,2015
Bhubaneswar,Kolkata,15137,4,Flight,3498,2,Zostel Premium,1307,4.0,Hilltop Viewpoint Trek | Historic Fort & Museum | Ancient Temples Complex | Beachfront Promenade | Botanical Gardens & Zoo | City Palace & Lake Cruise,906
Bhubaneswar,Bengaluru,4601,2,Train,2004,17,FabHotel Oasis,782,4.0,Science Center & Planetarium | Historic Fort & Museum | City Palace & Lake Cruise,261
Bhubaneswar,Udaipur,7584,3,Train,1001,30,Zostel Premium,958,3.6,Beachfront Promenade | Art Gallery & Cultural Center | Hilltop Viewpoint Trek | Ancient Temples Complex | Local Market & Food Tour | Science Center & Planetarium,384
Bhubaneswar,Lucknow,4687,2,Train,2201,31,FabHotel Oasis,766,3.7,Science Center & Planetarium | Ancient Temples Complex | Beachfront Promenade | Historic Fort & Museum,312
Bhubaneswar,Jaipur,41056,6,Flight,10824,5,Comfort Inn,2498,3.9,Science Center & Planetarium | Botanical Gardens & Zoo | Art Gallery & Cultural Center | Beachfront Promenade | City Palace & Lake Cruise | Historic Fort & Museum,1926
Bhubaneswar,Ranchi,13749,2,Flight,5706,2,Ginger Eco Suites,2176,4.0,Ancient Temples Complex | Beachfront Promenade | Science Center & Planetarium | Hilltop Viewpoint Trek,804
Bhubaneswar,Hyderabad,13797,6,Train,2174,20,Treebo Trend,917,4.0,Historic Fort & Museum | Hilltop Viewpoint Trek | Local Market & Food Tour | Science Center & Planetarium | City Palace & Lake Cruise | Beachfront Promenade,528
Bhubaneswar,New Delhi,22494,5,Flight,7946,3,Ginger Eco Suites,1598,4.3,Beachfront Promenade | Science Center & Planetarium | Art Gallery & Cultural Center,1221
Bhubaneswar,Jammu,21803,4,Flight,5706,4,Comfort Inn,2139,4.3,Science Center & Planetarium | Local Market & Food Tour | Ancient Temples Complex,750
Bhubaneswar,Kolkata,11878,3,Flight,4409,1,Treebo Trend,1016,3.7,Botanical Gardens & Zoo | Local Market & Food Tour | Ancient Temples Complex,528
Bhubaneswar,Pune,9807,4,Train,1974,24,FabHotel Oasis,854,3.9,Beachfront Promenade | Science Center & Planetarium | Ancient Temples Complex | Art Gallery & Cultural Center | Local Market & Food Tour,355
Bhubaneswar,Agra,16343,4,Flight,8746,5,Blue Diamond Lodge,1019,4.0,Botanical Gardens & Zoo | Ancient Temples Complex | Science Center & Planetarium,588
Bhubaneswar,Ahmedabad,4340,3,Train,961,24,Treebo Trend,881,3.7,Science Center & Planetarium | Botanical Gardens & Zoo | Historic Fort & Museum | Hilltop Viewpoint Trek | Local Market & Food Tour,250
Bhubaneswar,Raipur,8350,5,Train,1085,5,Treebo Trend,848,3.5,Science Center & Planetarium | Botanical Gardens & Zoo | Beachfront Promenade,159
Bhubaneswar,Jaipur,13751,3,Flight,7021,4,Treebo Trend,1154,3.7,Beachfront Promenade | Ancient Temples Complex | Art Gallery & Cultural Center | Historic Fort & Museum | Science Center & Planetarium,2060
Bhubaneswar,New Delhi,8319,2,Flight,6072,5,FabHotel Oasis,966,4.0,Historic Fort & Museum | Science Center & Planetarium | Beachfront Promenade,1026
Bhubaneswar,Kochi,25879,6,Flight,6449,3,Comfort Inn,1683,4.4,Historic Fort & Museum | Local Market & Food Tour | Botanical Gardens & Zoo | Science Center & Planetarium | City Palace & Lake Cruise | Art Gallery & Cultural Center,936
Bhubaneswar,Kochi,5268,2,Train,1920,27,Blue Diamond Lodge,687,4.0,Science Center & Planetarium | Local Market & Food Tour | Botanical Gardens & Zoo,114
Bhubaneswar,New Delhi,4722,2,Train,2433,29,FabHotel Oasis,633,3.8,Local Market & Food Tour | Beachfront Promenade | Science Center & Planetarium,327
Bhubaneswar,Bengaluru,10185,6,Train,2075,17,Treebo Trend,964,3.6,Botanical Gardens & Zoo | Historic Fort & Museum | City Palace & Lake Cruise | Local Market & Food Tour | Hilltop Viewpoint Trek,485
Bhubaneswar,Agra,4764,3,Train,1269,21,Blue Diamond Lodge,828,4.1,Hilltop Viewpoint Trek | Art Gallery & Cultural Center | City Palace & Lake Cruise | Science Center & Planetarium | Local Market & Food Tour,225
Bhubaneswar,Vadodara,16162,7,Train,1848,26,FabHotel Oasis,855,3.8,Botanical Gardens & Zoo | Beachfront Promenade | Art Gallery & Cultural Center | Hilltop Viewpoint Trek,408
Bhubaneswar,New Delhi,9489,7,Train,1569,21,Zostel Premium,920,3.7,Art Gallery & Cultural Center | Botanical Gardens & Zoo | Local Market & Food Tour,273
Bhubaneswar,Madurai,12043,3,Flight,8213,3,Treebo Trend,751,3.8,Botanical Gardens & Zoo | Science Center & Planetarium | Historic Fort & Museum | Art Gallery & Cultural Center | City Palace & Lake Cruise | Hilltop Viewpoint Trek,1056
Bhubaneswar,New Delhi,7634,5,Train,1886,17,Treebo Trend,730,3.7,Art Gallery & Cultural Center | Beachfront Promenade | Ancient Temples Complex | Botanical Gardens & Zoo | Hilltop Viewpoint Trek | City Palace & Lake Cruise,666
Bhubaneswar,Guwahati,21427,5,Flight,7203,3,Treebo Trend,1264,3.7,Beachfront Promenade | Art Gallery & Cultural Center | Science Center & Planetarium | Botanical Gardens & Zoo,1156
Bhubaneswar,Raipur,4508,2,Train,1129,5,Treebo Trend,908,3.7,Beachfront Promenade | Science Center & Planetarium | Botanical Gardens & Zoo | Art Gallery & Cultural Center,420
Bhubaneswar,Shimla,11326,5,Train,1457,23,Blue Diamond Lodge,964,3.6,Beachfront Promenade | Hilltop Viewpoint Trek | Science Center & Planetarium | Historic Fort & Museum,196
Bhubaneswar,Agra,14886,6,Train,1607,16,Treebo Trend,1109,3.6,Historic Fort & Museum | City Palace & Lake Cruise | Art Gallery & Cultural Center | Botanical Gardens & Zoo,108
Bhubaneswar,Ranchi,27220,4,Flight,3563,2,Sayaji Stay,2982,4.3,Art Gallery & Cultural Center | Botanical Gardens & Zoo | Ancient Temples Complex,957
Bhubaneswar,Shimla,6407,4,Train,2496,28,FabHotel Oasis,977,3.8,Historic Fort & Museum | Science Center & Planetarium | City Palace & Lake Cruise | Local Market & Food Tour,352
Bhubaneswar,Bengaluru,10809,2,Flight,5275,5,FabHotel Oasis,1440,3.8,Science Center & Planetarium | Ancient Temples Complex | Botanical Gardens & Zoo | City Palace & Lake Cruise,1832
Bhubaneswar,Hyderabad,12031,3,Flight,7711,5,FabHotel Oasis,929,4.1,Ancient Temples Complex | Hilltop Viewpoint Trek | Science Center & Planetarium | Local Market & Food Tour | City Palace & Lake Cruise | Botanical Gardens & Zoo,1998
Bhubaneswar,Jaipur,26867,6,Flight,10579,5,Treebo Trend,1108,3.9,Beachfront Promenade | City Palace & Lake Cruise | Local Market & Food Tour | Historic Fort & Museum | Art Gallery & Cultural Center,1320
Bhubaneswar,Chennai,20553,2,Flight,8591,6,Sayaji Stay,2997,4.0,Ancient Temples Complex | City Palace & Lake Cruise | Art Gallery & Cultural Center | Botanical Gardens & Zoo,1592
Bhubaneswar,Visakhapatnam,18640,3,Flight,3512,1,Ginger Eco Suites,2197,4.4,City Palace & Lake Cruise | Local Market & Food Tour | Hilltop Viewpoint Trek | Beachfront Promenade | Science Center & Planetarium | Botanical Gardens & Zoo,1614
Bhubaneswar,Jaipur,13757,5,Train,2190,24,Treebo Trend,1230,3.5,City Palace & Lake Cruise | Hilltop Viewpoint Trek | Science Center & Planetarium | Historic Fort & Museum | Art Gallery & Cultural Center,160
Bhubaneswar,Mumbai,17952,4,Flight,6478,5,Treebo Trend,1287,4.0,Historic Fort & Museum | Botanical Gardens & Zoo | Science Center & Planetarium | Beachfront Promenade,900
Bhubaneswar,Lucknow,5422,4,Train,1008,29,Blue Diamond Lodge,974,3.8,Beachfront Promenade | Botanical Gardens & Zoo | City Palace & Lake Cruise,198
Bhubaneswar,Hyderabad,9248,4,Train,1627,27,Blue Diamond Lodge,1022,3.9,Beachfront Promenade | Art Gallery & Cultural Center | Science Center & Planetarium | Botanical Gardens & Zoo,220
Bhubaneswar,Varanasi,36672,6,Flight,6881,6,Sayaji Stay,2129,4.3,Ancient Temples Complex | Hilltop Viewpoint Trek | Historic Fort & Museum | Art Gallery & Cultural Center | Beachfront Promenade,1460
Bhubaneswar,Udaipur,12338,2,Flight,10945,6,Zostel Premium,971,3.9,Art Gallery & Cultural Center | Local Market & Food Tour | Beachfront Promenade | Hilltop Viewpoint Trek,1908
Bhubaneswar,Guwahati,25904,6,Flight,5668,4,Sayaji Stay,1764,4.2,Hilltop Viewpoint Trek | Local Market & Food Tour | Botanical Gardens & Zoo | Historic Fort & Museum | Ancient Temples Complex | Beachfront Promenade,2358
Bhubaneswar,Madurai,6717,4,Train,1331,17,FabHotel Oasis,810,3.5,Art Gallery & Cultural Center | Hilltop Viewpoint Trek | City Palace & Lake Cruise,240
Bhubaneswar,Ahmedabad,7974,3,Train,1364,26,Blue Diamond Lodge,981,4.1,Ancient Temples Complex | Botanical Gardens & Zoo | Local Market & Food Tour | City Palace & Lake Cruise,188
Bhubaneswar,Kochi,7049,3,Train,1912,27,Treebo Trend,800,3.7,Art Gallery & Cultural Center | Historic Fort & Museum | Science Center & Planetarium | Hilltop Viewpoint Trek,368
Bhubaneswar,Chandigarh,26152,7,Flight,6419,6,Treebo Trend,1434,3.7,Historic Fort & Museum | City Palace & Lake Cruise | Beachfront Promenade | Art Gallery & Cultural Center | Local Market & Food Tour,1215
Bhubaneswar,Mumbai,7014,5,Train,2050,22,Treebo Trend,659,3.8,Beachfront Promenade | Science Center & Planetarium | Hilltop Viewpoint Trek | Botanical Gardens & Zoo | City Palace & Lake Cruise | Local Market & Food Tour,408
Bhubaneswar,Surat,13880,5,Train,2160,30,Treebo Trend,964,3.7,Botanical Gardens & Zoo | Art Gallery & Cultural Center | Historic Fort & Museum,189
Bhubaneswar,Hyderabad,9522,7,Train,1689,23,Blue Diamond Lodge,790,4.1,Local Market & Food Tour | Art Gallery & Cultural Center | Beachfront Promenade | Hilltop Viewpoint Trek,208
Bhubaneswar,Madurai,13174,5,Train,1082,31,Treebo Trend,1199,3.7,Ancient Temples Complex | Art Gallery & Cultural Center | Hilltop Viewpoint Trek | Science Center & Planetarium | Local Market & Food Tour | Botanical Gardens & Zoo,612
Bhubaneswar,Ranchi,14894,4,Flight,3273,2,Zostel Premium,1428,3.8,Local Market & Food Tour | Historic Fort & Museum | Science Center & Planetarium | Botanical Gardens & Zoo,1488
Bhubaneswar,Chennai,9858,7,Train,2061,21,Treebo Trend,658,3.6,Ancient Temples Complex | Art Gallery & Cultural Center | Botanical Gardens & Zoo | Beachfront Promenade,392
Bhubaneswar,Patna,4582,2,Train,2058,26,Zostel Premium,784,3.9,Science Center & Planetarium | City Palace & Lake Cruise | Historic Fort & Museum,288
Bhubaneswar,Visakhapatnam,6958,3,Train,537,10,Treebo Trend,1027,3.6,Beachfront Promenade | Local Market & Food Tour | City Palace & Lake Cruise,204
Bhubaneswar,Ahmedabad,30566,7,Flight,9822,5,Blue Diamond Lodge,1469,4.0,Ancient Temples Complex | Science Center & Planetarium | Beachfront Promenade | Art Gallery & Cultural Center | Local Market & Food Tour | City Palace & Lake Cruise,2460
Bhubaneswar,Jaipur,18119,7,Train,2455,22,Blue Diamond Lodge,1067,3.8,Beachfront Promenade | Ancient Temples Complex | Historic Fort & Museum | Hilltop Viewpoint Trek | Local Market & Food Tour,485
Bhubaneswar,Kolkata,17340,3,Flight,4911,1,Sayaji Stay,1740,4.3,Hilltop Viewpoint Trek | Ancient Temples Complex | Botanical Gardens & Zoo | Art Gallery & Cultural Center | City Palace & Lake Cruise,760
Bhubaneswar,Kolkata,27229,4,Flight,5595,1,Sayaji Stay,2822,4.2,Hilltop Viewpoint Trek | Historic Fort & Museum | Ancient Temples Complex | Beachfront Promenade,1140
Bhubaneswar,Kochi,15266,10,Train,2150,23,Treebo Trend,981,3.6,Hilltop Viewpoint Trek | Historic Fort & Museum | Botanical Gardens & Zoo | Ancient Temples Complex | Local Market & Food Tour | Beachfront Promenade,504
Bhubaneswar,Patna,4174,3,Train,1588,27,Treebo Trend,796,3.6,Beachfront Promenade | City Palace & Lake Cruise | Local Market & Food Tour | Historic Fort & Museum | Botanical Gardens & Zoo | Art Gallery & Cultural Center,390
Bhubaneswar,Shimla,57297,5,Flight,5592,4,Novotel Hub,4891,4.7,Art Gallery & Cultural Center | City Palace & Lake Cruise | Ancient Temples Complex | Historic Fort & Museum,1528
Bhubaneswar,Madurai,20786,5,Flight,9042,6,Zostel Premium,1254,3.8,City Palace & Lake Cruise | Historic Fort & Museum | Local Market & Food Tour | Science Center & Planetarium | Art Gallery & Cultural Center | Hilltop Viewpoint Trek,1242
Bhubaneswar,Jaipur,3078,2,Train,1063,22,Blue Diamond Lodge,695,4.0,Art Gallery & Cultural Center | Beachfront Promenade | Historic Fort & Museum | City Palace & Lake Cruise,212
Bhubaneswar,New Delhi,6881,4,Train,2359,25,FabHotel Oasis,845,3.9,City Palace & Lake Cruise | Local Market & Food Tour | Science Center & Planetarium | Ancient Temples Complex | Historic Fort & Museum,520
Bhubaneswar,Patna,55847,10,Flight,10705,3,Ginger Eco Suites,2160,4.4,Local Market & Food Tour | Art Gallery & Cultural Center | Science Center & Planetarium | City Palace & Lake Cruise | Historic Fort & Museum,2235
Bhubaneswar,Bhopal,5506,2,Train,901,30,Treebo Trend,1087,3.7,Botanical Gardens & Zoo | Beachfront Promenade | Local Market & Food Tour | Hilltop Viewpoint Trek,204
Bhubaneswar,Kochi,9569,4,Train,1416,25,Blue Diamond Lodge,1050,3.9,City Palace & Lake Cruise | Botanical Gardens & Zoo | Ancient Temples Complex | Historic Fort & Museum,348
Bhubaneswar,Amritsar,12963,3,Flight,9934,3,Treebo Trend,686,3.8,Botanical Gardens & Zoo | Science Center & Planetarium | Hilltop Viewpoint Trek | Ancient Temples Complex | Historic Fort & Museum | Beachfront Promenade,2208
Bhubaneswar,Bengaluru,6988,3,Train,2457,22,Treebo Trend,743,3.5,Art Gallery & Cultural Center | Hilltop Viewpoint Trek | Beachfront Promenade | Science Center & Planetarium,464
Bhubaneswar,Madurai,4591,2,Train,2055,21,Treebo Trend,887,3.8,Hilltop Viewpoint Trek | City Palace & Lake Cruise | Beachfront Promenade,168
Bhubaneswar,Agra,5705,4,Train,1931,17,Zostel Premium,709,3.7,Art Gallery & Cultural Center | Botanical Gardens & Zoo | Historic Fort & Museum | Ancient Temples Complex,372
Bhubaneswar,Guwahati,13632,3,Flight,7121,3,Blue Diamond Lodge,1164,3.9,Beachfront Promenade | Hilltop Viewpoint Trek | Historic Fort & Museum | Ancient Temples Complex | Botanical Gardens & Zoo,1370
Bhubaneswar,Visakhapatnam,4696,3,Train,629,5,Zostel Premium,804,3.5,Beachfront Promenade | Art Gallery & Cultural Center | Local Market & Food Tour | Science Center & Planetarium | Ancient Temples Complex,365
Bhubaneswar,Amritsar,14823,6,Train,2092,17,Zostel Premium,918,4.1,Ancient Temples Complex | Local Market & Food Tour | Botanical Gardens & Zoo | Beachfront Promenade | Art Gallery & Cultural Center | Hilltop Viewpoint Trek,384
